BGC	UMAP001	UMAP002
BGC0002538	13.613745	12.116869
BGC0002539	13.708332	10.272407
BGC0002540	12.806377	13.692646
BGC0002541	3.0514746	0.8967296
BGC0002542	16.505198	7.645021
BGC0002543	10.823785	-1.3219845
BGC0002544	11.567705	-3.7832887
BGC0002545	12.268409	12.513862
BGC0002546	13.855549	10.228911
BGC0002547	11.437071	13.837236
BGC0002548	13.257434	-2.9233541
BGC0002550	12.392174	14.524512
BGC0002551	-2.2213953	9.786307
BGC0002552	11.106968	14.471768
BGC0002553	2.3847902	1.6560336
BGC0002554	5.5980744	2.0495908
BGC0002555	11.63301	-2.677419
BGC0002556	6.165847	1.7126776
BGC0002557	8.070148	5.9650617
BGC0002558	12.43616	13.495795
BGC0002559	12.987535	14.306281
BGC0002560	-2.4967868	10.677079
BGC0002561	5.498917	1.9976679
BGC0002563	13.314127	-2.9932995
BGC0002564	12.373444	-2.800064
BGC0002565	13.336389	-3.3308687
BGC0002566	3.085155	2.1657495
BGC0002567	4.030386	1.3128166
BGC0002568	4.9099345	2.0702395
BGC0002569	12.004347	-3.0666072
BGC0002570	16.84402	7.595866
BGC0002571	9.713797	-1.7650702
BGC0002572	16.892605	6.889262
BGC0002573	2.5970004	1.8115356
BGC0002575	-1.7578938	9.366672
BGC0002576	-1.4192246	9.300861
BGC0002577	-1.6331714	9.24863
BGC0002578	4.135496	1.6727308
BGC0002579	-2.9659712	11.1786585
BGC0002580	-1.1359892	8.251851
BGC0002581	11.786224	-3.721678
BGC0002582	11.522364	-1.9582806
BGC0002583	-1.4000807	8.779283
BGC0002584	-2.2349484	9.796134
BGC0002585	3.0963717	3.213035
BGC0002586	-2.511538	11.639036
BGC0002587	12.857284	14.82462
BGC0002588	3.623379	1.3589653
BGC0002591	9.42085	12.424999
BGC0002592	12.054513	12.464523
BGC0002594	9.906714	12.802029
BGC0002596	10.828574	13.404593
BGC0002597	14.621582	11.0809355
BGC0002598	15.012018	9.759811
BGC0002602	9.661466	-1.9131513
BGC0002603	9.672702	12.567086
BGC0002604	10.274058	12.753677
BGC0002605	15.107928	9.327535
BGC0002606	15.22279	9.309188
BGC0002607	15.216552	9.338733
BGC0002608	2.8104243	2.4121594
BGC0002609	15.713207	8.010868
BGC0002610	8.100188	6.1934357
BGC0002611	10.429553	-1.344004
BGC0002612	9.424048	12.440274
BGC0002613	16.415215	7.5428905
BGC0002614	10.306058	12.484094
BGC0002615	10.01001	12.811035
BGC0002616	10.301242	12.97058
BGC0002617	10.567808	-1.21219
BGC0002618	8.042612	6.1101
BGC0002619	9.568075	12.544453
BGC0002620	2.8387372	1.77884
BGC0002621	5.5499125	1.9813296
BGC0002622	4.157254	1.4842347
BGC0002623	16.484516	7.619453
BGC0002624	15.445723	9.167667
BGC0002625	16.250624	6.930939
BGC0002626	-1.7015501	9.514717
BGC0002627	-2.326326	10.300756
BGC0002629	-2.0047107	9.493469
BGC0002630	-1.8932557	9.670912
BGC0002631	2.681933	2.26739
BGC0002632	11.970131	-2.5972245
BGC0002633	3.5297022	3.014882
BGC0002634	13.601661	14.624805
BGC0002635	-4.0046988	11.125036
BGC0002636	13.37525	12.61433
BGC0002637	11.8147745	-3.2919688
BGC0002638	13.466364	-3.3447032
BGC0002639	11.047192	-2.785123
BGC0002640	-1.6171381	9.773821
BGC0002641	16.406553	6.782046
BGC0002642	14.306182	11.786347
BGC0002643	5.812286	2.0430784
BGC0002644	5.7191553	2.0975173
BGC0002645	3.807556	2.2690694
BGC0002646	12.890565	11.78217
BGC0002647	3.7257032	2.8894951
BGC0002648	3.2270799	0.8144014
BGC0002649	17.18091	9.130987
BGC0002651	8.621206	6.719037
BGC0002652	0.6508259	1.6864203
BGC0002653	12.684919	-3.1609228
BGC0002654	12.0765915	-3.5655308
BGC0002656	2.4075394	1.5630136
BGC0002657	9.470989	-1.8256676
BGC0002659	-3.261003	11.8477125
BGC0002660	12.11728	-2.2602992
BGC0002661	11.677423	-3.417948
BGC0002662	9.420643	-1.874308
BGC0002663	-2.9673095	11.740735
BGC0002665	-1.2784419	8.436659
BGC0002666	10.8136015	-2.6067548
BGC0002667	-1.5762218	9.365378
BGC0002668	-3.8157887	11.687753
BGC0002669	-3.152489	11.028941
BGC0002670	4.3414445	2.3732023
BGC0002671	12.524499	14.000183
BGC0002672	12.286294	14.813919
BGC0002673	11.962345	13.27784
BGC0002674	-2.8718321	11.502378
BGC0002675	13.246406	13.712664
BGC0002676	13.958425	-3.0429988
BGC0002677	13.59517	13.542161
BGC0002678	13.682077	-2.7890725
BGC0002679	11.6717825	-2.6744707
BGC0002680	11.9133	-2.8911216
BGC0002681	3.1362777	2.3876774
BGC0002682	3.9880834	1.265106
BGC0002683	2.990239	2.2895215
BGC0002685	13.233667	-2.9368024
BGC0002686	12.59262	-3.6657634
BGC0002687	9.544004	-1.890247
BGC0002688	13.027215	-3.1751542
BGC0002689	11.757214	-3.4732776
BGC0002690	3.7421033	1.3086902
BGC0002691	12.079204	-1.9983541
BGC0002692	4.2041583	1.617229
BGC0002693	12.780915	-2.8487523
BGC0002694	3.9481618	1.1870384
BGC0002695	13.260331	-2.5172253
BGC0002696	11.78883	-3.153157
BGC0002697	16.959698	9.335743
BGC0002698	-1.1608961	8.276419
BGC0002699	-1.8830369	9.627884
BGC0002700	-1.2906855	8.515575
BGC0002701	-1.535272	9.698828
BGC0002702	12.600981	-3.738386
BGC0002703	-3.8898256	11.121468
BGC0002704	-3.0528917	10.879792
BGC0002706	13.525278	-3.408041
BGC0002707	9.004896	5.864293
BGC0002708	8.466119	5.501049
BGC0002709	10.536303	13.231642
BGC0002710	10.953736	-2.0817761
BGC0002711	11.281297	13.999363
BGC0002712	11.579615	15.365066
BGC0002713	12.714993	-2.3531525
BGC0002715	16.838636	7.631116
BGC0002716	13.45794	-2.627914
BGC0002718	12.6300535	-3.5306613
BGC0002719	13.235305	-2.992823
BGC0002721	4.6199327	2.6396856
BGC0002722	8.942058	6.5899415
BGC0002723	8.599552	5.5566926
BGC0002724	8.726298	6.513345
BGC0002725	-1.3315474	8.581882
BGC0002726	10.367491	12.63718
BGC0002729	12.360661	12.012766
BGC0002731	12.379297	10.573424
BGC0002732	10.968535	15.023026
BGC0002733	2.5518544	2.4082997
BGC0002734	11.399945	12.889639
BGC0002735	17.064613	8.559535
BGC0002736	8.54028	6.6240983
BGC0002745	13.759572	10.377772
BGC0002746	-1.8243955	9.475282
BGC0002747	-1.5128951	9.336488
BGC0002749	15.428581	9.181765
