comparison	k	base_BGC	overlap
B vs N	50	BGC0000450	0.5
B vs N	50	BGC0000451	0.34000000000000002
B vs N	50	BGC0000452	0.47999999999999998
B vs N	50	BGC0000453	0.12
B vs N	50	BGC0000454	0.59999999999999998
B vs N	50	BGC0000455	0.46000000000000002
B vs N	50	BGC0000457	0.38
B vs N	50	BGC0000458	0.28000000000000003
B vs N	50	BGC0000459	0.44
B vs N	50	BGC0000460	0.47999999999999998
B vs N	50	BGC0000461	0.44
B vs N	50	BGC0000464	0.47999999999999998
B vs N	50	BGC0000465	0.46000000000000002
B vs N	50	BGC0000466	0.28000000000000003
B vs N	50	BGC0000467	0.47999999999999998
B vs N	50	BGC0000468	0.41999999999999998
B vs N	50	BGC0000469	0.32000000000000001
B vs N	50	BGC0000470	0.10000000000000001
B vs N	50	BGC0000471	0.14000000000000001
B vs N	50	BGC0000472	0.38
B vs N	50	BGC0000473	0.52000000000000002
B vs N	50	BGC0000474	0.35999999999999999
B vs N	50	BGC0000475	0.16
B vs N	50	BGC0000476	0.02
B vs N	50	BGC0000477	0.32000000000000001
B vs N	50	BGC0000478	0.29999999999999999
B vs N	50	BGC0000479	0.28000000000000003
B vs N	50	BGC0000480	0.46000000000000002
B vs N	50	BGC0000481	0.41999999999999998
B vs N	50	BGC0000482	0.34000000000000002
B vs N	50	BGC0000483	0.47999999999999998
B vs N	50	BGC0000484	0.32000000000000001
B vs N	50	BGC0000485	0.080000000000000002
B vs N	50	BGC0000486	0.22
B vs N	50	BGC0000487	0.29999999999999999
B vs N	50	BGC0000488	0.38
B vs N	50	BGC0000489	0.20000000000000001
B vs N	50	BGC0000490	0.35999999999999999
B vs N	50	BGC0000491	0.38
B vs N	50	BGC0000492	0.059999999999999998
B vs N	50	BGC0000493	0
B vs N	50	BGC0000494	0.35999999999999999
B vs N	50	BGC0000495	0.38
B vs N	50	BGC0000496	0.20000000000000001
B vs N	50	BGC0000497	0.46000000000000002
B vs N	50	BGC0000498	0.44
B vs N	50	BGC0000499	0.29999999999999999
B vs N	50	BGC0000500	0.41999999999999998
B vs N	50	BGC0000501	0.34000000000000002
B vs N	50	BGC0000502	0.35999999999999999
B vs N	50	BGC0000503	0.38
B vs N	50	BGC0000504	0.38
B vs N	50	BGC0000505	0
B vs N	50	BGC0000506	0.5
B vs N	50	BGC0000507	0.38
B vs N	50	BGC0000508	0.17999999999999999
B vs N	50	BGC0000509	0.28000000000000003
B vs N	50	BGC0000510	0.20000000000000001
B vs N	50	BGC0000511	0.47999999999999998
B vs N	50	BGC0000513	0.40000000000000002
B vs N	50	BGC0000514	0.34000000000000002
B vs N	50	BGC0000515	0.38
B vs N	50	BGC0000516	0.35999999999999999
B vs N	50	BGC0000517	0.46000000000000002
B vs N	50	BGC0000518	0.38
B vs N	50	BGC0000519	0.46000000000000002
B vs N	50	BGC0000520	0.38
B vs N	50	BGC0000521	0.32000000000000001
B vs N	50	BGC0000522	0.35999999999999999
B vs N	50	BGC0000523	0.38
B vs N	50	BGC0000525	0.29999999999999999
B vs N	50	BGC0000526	0.59999999999999998
B vs N	50	BGC0000527	0.26000000000000001
B vs N	50	BGC0000528	0.22
B vs N	50	BGC0000529	0.54000000000000004
B vs N	50	BGC0000530	0.35999999999999999
B vs N	50	BGC0000531	0.46000000000000002
B vs N	50	BGC0000532	0.29999999999999999
B vs N	50	BGC0000533	0.34000000000000002
B vs N	50	BGC0000534	0.59999999999999998
B vs N	50	BGC0000535	0.46000000000000002
B vs N	50	BGC0000536	0.32000000000000001
B vs N	50	BGC0000537	0.35999999999999999
B vs N	50	BGC0000538	0.23999999999999999
B vs N	50	BGC0000539	0.38
B vs N	50	BGC0000540	0.35999999999999999
B vs N	50	BGC0000541	0.41999999999999998
B vs N	50	BGC0000542	0.44
B vs N	50	BGC0000543	0.10000000000000001
B vs N	50	BGC0000544	0.56000000000000005
B vs N	50	BGC0000545	0.26000000000000001
B vs N	50	BGC0000546	0.22
B vs N	50	BGC0000547	0.46000000000000002
B vs N	50	BGC0000548	0.29999999999999999
B vs N	50	BGC0000549	0.17999999999999999
B vs N	50	BGC0000550	0.38
B vs N	50	BGC0000551	0.44
B vs N	50	BGC0000552	0.56000000000000005
B vs N	50	BGC0000553	0.17999999999999999
B vs N	50	BGC0000554	0.54000000000000004
B vs N	50	BGC0000555	0.38
B vs N	50	BGC0000556	0.16
B vs N	50	BGC0000557	0.47999999999999998
B vs N	50	BGC0000558	0.46000000000000002
B vs N	50	BGC0000559	0.38
B vs N	50	BGC0000560	0.28000000000000003
B vs N	50	BGC0000561	0.32000000000000001
B vs N	50	BGC0000562	0.35999999999999999
B vs N	50	BGC0000563	0.28000000000000003
B vs N	50	BGC0000564	0.29999999999999999
B vs N	50	BGC0000565	0.17999999999999999
B vs N	50	BGC0000566	0.40000000000000002
B vs N	50	BGC0000567	0.059999999999999998
B vs N	50	BGC0000568	0.40000000000000002
B vs N	50	BGC0000569	0.29999999999999999
B vs N	50	BGC0000570	0.34000000000000002
B vs N	50	BGC0000571	0.23999999999999999
B vs N	50	BGC0000572	0.14000000000000001
B vs N	50	BGC0000573	0.5
B vs N	50	BGC0000574	0.12
B vs N	50	BGC0000575	0.44
B vs N	50	BGC0000576	0.26000000000000001
B vs N	50	BGC0000577	0.44
B vs N	50	BGC0000578	0.22
B vs N	50	BGC0000579	0.47999999999999998
B vs N	50	BGC0000580	0.35999999999999999
B vs N	50	BGC0000581	0.26000000000000001
B vs N	50	BGC0000582	0.44
B vs N	50	BGC0000583	0.29999999999999999
B vs N	50	BGC0000584	0.57999999999999996
B vs N	50	BGC0000585	0.41999999999999998
B vs N	50	BGC0000586	0.20000000000000001
B vs N	50	BGC0000587	0.29999999999999999
B vs N	50	BGC0000588	0.52000000000000002
B vs N	50	BGC0000589	0.12
B vs N	50	BGC0000590	0.44
B vs N	50	BGC0000591	0.16
B vs N	50	BGC0000592	0.38
B vs N	50	BGC0000593	0.44
B vs N	50	BGC0000594	0.52000000000000002
B vs N	50	BGC0000595	0.10000000000000001
B vs N	50	BGC0000596	0.34000000000000002
B vs N	50	BGC0000597	0.12
B vs N	50	BGC0000598	0.26000000000000001
B vs N	50	BGC0000599	0.34000000000000002
B vs N	50	BGC0000600	0.41999999999999998
B vs N	50	BGC0000601	0.28000000000000003
B vs N	50	BGC0000602	0.40000000000000002
B vs N	50	BGC0000603	0.62
B vs N	50	BGC0000604	0.44
B vs N	50	BGC0000605	0.41999999999999998
B vs N	50	BGC0000606	0.17999999999999999
B vs N	50	BGC0000607	0.35999999999999999
B vs N	50	BGC0000608	0.56000000000000005
B vs N	50	BGC0000609	0.38
B vs N	50	BGC0000610	0.62
B vs N	50	BGC0000611	0.64000000000000001
B vs N	50	BGC0000612	0.52000000000000002
B vs N	50	BGC0000613	0.54000000000000004
B vs N	50	BGC0000614	0.040000000000000001
B vs N	50	BGC0000615	0.59999999999999998
B vs N	50	BGC0000616	0.41999999999999998
B vs N	50	BGC0000617	0.35999999999999999
B vs N	50	BGC0000618	0.059999999999999998
B vs N	50	BGC0000619	0.38
B vs N	50	BGC0000620	0.41999999999999998
B vs N	50	BGC0000621	0.02
B vs N	50	BGC0000622	0.28000000000000003
B vs N	50	BGC0000623	0.16
B vs N	50	BGC0000624	0.44
B vs N	50	BGC0000625	0.29999999999999999
B vs N	50	BGC0000626	0.29999999999999999
B vs N	50	BGC0000627	0.29999999999999999
B vs N	50	BGC0000628	0.23999999999999999
B vs N	50	BGC0000630	0.68000000000000005
B vs N	50	BGC0000631	0.54000000000000004
B vs N	50	BGC0000632	0.02
B vs N	50	BGC0000633	0.56000000000000005
B vs N	50	BGC0000634	0.64000000000000001
B vs N	50	BGC0000635	0.68000000000000005
B vs N	50	BGC0000636	0.41999999999999998
B vs N	50	BGC0000637	0.47999999999999998
B vs N	50	BGC0000638	0.57999999999999996
B vs N	50	BGC0000639	0.52000000000000002
B vs N	50	BGC0000640	0.69999999999999996
B vs N	50	BGC0000641	0.56000000000000005
B vs N	50	BGC0000642	0.62
B vs N	50	BGC0000643	0.46000000000000002
B vs N	50	BGC0000644	0.41999999999999998
B vs N	50	BGC0000645	0.52000000000000002
B vs N	50	BGC0000646	0.14000000000000001
B vs N	50	BGC0000647	0.62
B vs N	50	BGC0000648	0
B vs N	50	BGC0000649	0.12
B vs N	50	BGC0000650	0.34000000000000002
B vs N	50	BGC0000651	0.68000000000000005
B vs N	50	BGC0000652	0.17999999999999999
B vs N	50	BGC0000653	0
B vs N	50	BGC0000654	0.12
B vs N	50	BGC0000656	0.59999999999999998
B vs N	50	BGC0000657	0.57999999999999996
B vs N	50	BGC0000658	0.47999999999999998
B vs N	50	BGC0000659	0.059999999999999998
B vs N	50	BGC0000660	0.16
B vs N	50	BGC0000661	0.76000000000000001
B vs N	50	BGC0000662	0.22
B vs N	50	BGC0000663	0.69999999999999996
B vs N	50	BGC0000664	0.26000000000000001
B vs N	50	BGC0000665	0.47999999999999998
B vs N	50	BGC0000666	0.059999999999999998
B vs N	50	BGC0000667	0.71999999999999997
B vs N	50	BGC0000668	0.46000000000000002
B vs N	50	BGC0000669	0.68000000000000005
B vs N	50	BGC0000670	0.68000000000000005
B vs N	50	BGC0000671	0.68000000000000005
B vs N	50	BGC0000672	0.68000000000000005
B vs N	50	BGC0000673	0.38
B vs N	50	BGC0000674	0.41999999999999998
B vs N	50	BGC0000675	0
B vs N	50	BGC0000676	0.69999999999999996
B vs N	50	BGC0000677	0.56000000000000005
B vs N	50	BGC0000678	0.38
B vs N	50	BGC0000679	0.02
B vs N	50	BGC0000682	0.66000000000000003
B vs N	50	BGC0000683	0.12
B vs N	50	BGC0000684	0.69999999999999996
B vs N	50	BGC0000685	0.47999999999999998
B vs N	50	BGC0000686	0.69999999999999996
B vs N	50	BGC0000687	0.71999999999999997
B vs N	50	BGC0000688	0.71999999999999997
B vs N	50	BGC0000689	0.52000000000000002
B vs N	50	BGC0000690	0.52000000000000002
B vs N	50	BGC0000691	0.54000000000000004
B vs N	50	BGC0000692	0.57999999999999996
B vs N	50	BGC0000693	0.56000000000000005
B vs N	50	BGC0000694	0.40000000000000002
B vs N	50	BGC0000695	0.22
B vs N	50	BGC0000696	0.62
B vs N	50	BGC0000698	0.22
B vs N	50	BGC0000699	0.17999999999999999
B vs N	50	BGC0000700	0.41999999999999998
B vs N	50	BGC0000701	0.44
B vs N	50	BGC0000702	0.47999999999999998
B vs N	50	BGC0000703	0.62
B vs N	50	BGC0000704	0.52000000000000002
B vs N	50	BGC0000705	0.54000000000000004
B vs N	50	BGC0000706	0.54000000000000004
B vs N	50	BGC0000707	0.28000000000000003
B vs N	50	BGC0000708	0.52000000000000002
B vs N	50	BGC0000709	0.34000000000000002
B vs N	50	BGC0000711	0.46000000000000002
B vs N	50	BGC0000712	0.26000000000000001
B vs N	50	BGC0000713	0.52000000000000002
B vs N	50	BGC0000714	0.56000000000000005
B vs N	50	BGC0000715	0.44
B vs N	50	BGC0000716	0.52000000000000002
B vs N	50	BGC0000719	0.52000000000000002
B vs N	50	BGC0000720	0.5
B vs N	50	BGC0000721	0.47999999999999998
B vs N	50	BGC0000722	0.32000000000000001
B vs N	50	BGC0000723	0.44
B vs N	50	BGC0000724	0.56000000000000005
B vs N	50	BGC0000725	0.46000000000000002
B vs N	50	BGC0000727	0.12
B vs N	50	BGC0000728	0.52000000000000002
B vs N	50	BGC0000729	0.5
B vs N	50	BGC0000730	0.29999999999999999
B vs N	50	BGC0000731	0.29999999999999999
B vs N	50	BGC0000732	0.35999999999999999
B vs N	50	BGC0000733	0.38
B vs N	50	BGC0000734	0.46000000000000002
B vs N	50	BGC0000735	0.40000000000000002
B vs N	50	BGC0000736	0.46000000000000002
B vs N	50	BGC0000737	0.23999999999999999
B vs N	50	BGC0000738	0.10000000000000001
B vs N	50	BGC0000739	0.46000000000000002
B vs N	50	BGC0000740	0.32000000000000001
B vs N	50	BGC0000741	0.26000000000000001
B vs N	50	BGC0000742	0.47999999999999998
B vs N	50	BGC0000743	0.32000000000000001
B vs N	50	BGC0000744	0.34000000000000002
B vs N	50	BGC0000745	0.40000000000000002
B vs N	50	BGC0000746	0.32000000000000001
B vs N	50	BGC0000747	0.46000000000000002
B vs N	50	BGC0000748	0.40000000000000002
B vs N	50	BGC0000749	0.40000000000000002
B vs N	50	BGC0000751	0.44
B vs N	50	BGC0000752	0.5
B vs N	50	BGC0000753	0.22
B vs N	50	BGC0000754	0.040000000000000001
B vs N	50	BGC0000755	0
B vs N	50	BGC0000756	0.23999999999999999
B vs N	50	BGC0000757	0.17999999999999999
B vs N	50	BGC0000758	0.35999999999999999
B vs N	50	BGC0000759	0.44
B vs N	50	BGC0000760	0.34000000000000002
B vs N	50	BGC0000761	0.47999999999999998
B vs N	50	BGC0000762	0.52000000000000002
B vs N	50	BGC0000763	0.46000000000000002
B vs N	50	BGC0000764	0.22
B vs N	50	BGC0000765	0.29999999999999999
B vs N	50	BGC0000766	0.26000000000000001
B vs N	50	BGC0000767	0.38
B vs N	50	BGC0000768	0.54000000000000004
B vs N	50	BGC0000769	0.40000000000000002
B vs N	50	BGC0000770	0.34000000000000002
B vs N	50	BGC0000772	0.62
B vs N	50	BGC0000773	0.32000000000000001
B vs N	50	BGC0000774	0.29999999999999999
B vs N	50	BGC0000775	0.40000000000000002
B vs N	50	BGC0000776	0.32000000000000001
B vs N	50	BGC0000777	0.40000000000000002
B vs N	50	BGC0000778	0.40000000000000002
B vs N	50	BGC0000779	0.29999999999999999
B vs N	50	BGC0000780	0.5
B vs N	50	BGC0000781	0.35999999999999999
B vs N	50	BGC0000782	0.44
B vs N	50	BGC0000783	0.56000000000000005
B vs N	50	BGC0000784	0.44
B vs N	50	BGC0000785	0.54000000000000004
B vs N	50	BGC0000786	0.40000000000000002
B vs N	50	BGC0000787	0.44
B vs N	50	BGC0000788	0.5
B vs N	50	BGC0000789	0.12
B vs N	50	BGC0000790	0.41999999999999998
B vs N	50	BGC0000791	0.26000000000000001
B vs N	50	BGC0000792	0.41999999999999998
B vs N	50	BGC0000793	0.26000000000000001
B vs N	50	BGC0000794	0.5
B vs N	50	BGC0000795	0.5
B vs N	50	BGC0000796	0.5
B vs N	50	BGC0000797	0.56000000000000005
B vs N	50	BGC0000798	0.46000000000000002
B vs N	50	BGC0000799	0.52000000000000002
B vs N	50	BGC0000800	0.56000000000000005
B vs N	50	BGC0000801	0.41999999999999998
B vs N	50	BGC0000802	0.22
B vs N	50	BGC0000803	0.52000000000000002
B vs N	50	BGC0000804	0.5
B vs N	50	BGC0000806	0.44
B vs N	50	BGC0000807	0.35999999999999999
B vs N	50	BGC0000809	0.38
B vs N	50	BGC0000810	0.44
B vs N	50	BGC0000811	0.62
B vs N	50	BGC0000812	0.17999999999999999
B vs N	50	BGC0000813	0.23999999999999999
B vs N	50	BGC0000814	0.68000000000000005
B vs N	50	BGC0000815	0.62
B vs N	50	BGC0000816	0.73999999999999999
B vs N	50	BGC0000817	0.35999999999999999
B vs N	50	BGC0000818	0.88
B vs N	50	BGC0000819	0.83999999999999997
B vs N	50	BGC0000820	0.59999999999999998
B vs N	50	BGC0000821	0.28000000000000003
B vs N	50	BGC0000825	0.47999999999999998
B vs N	50	BGC0000826	0.38
B vs N	50	BGC0000827	0.35999999999999999
B vs N	50	BGC0000829	0.57999999999999996
B vs N	50	BGC0000830	0.29999999999999999
B vs N	50	BGC0000831	0.28000000000000003
B vs N	50	BGC0000832	0.44
B vs N	50	BGC0000833	0.14000000000000001
B vs N	50	BGC0000834	0.32000000000000001
B vs N	50	BGC0000836	0.44
B vs N	50	BGC0000837	0.34000000000000002
B vs N	50	BGC0000838	0.38
B vs N	50	BGC0000839	0.52000000000000002
B vs N	50	BGC0000840	0.41999999999999998
B vs N	50	BGC0000841	0.29999999999999999
B vs N	50	BGC0000842	0.32000000000000001
B vs N	50	BGC0000843	0.34000000000000002
B vs N	50	BGC0000844	0.38
B vs N	50	BGC0000845	0.20000000000000001
B vs N	50	BGC0000846	0.47999999999999998
B vs N	50	BGC0000847	0.41999999999999998
B vs N	50	BGC0000848	0.10000000000000001
B vs N	50	BGC0000849	0.44
B vs N	50	BGC0000850	0.26000000000000001
B vs N	50	BGC0000851	0.23999999999999999
B vs N	50	BGC0000852	0.34000000000000002
B vs N	50	BGC0000853	0.35999999999999999
B vs N	50	BGC0000854	0.52000000000000002
B vs N	50	BGC0000855	0.46000000000000002
B vs N	50	BGC0000856	0.44
B vs N	50	BGC0000857	0.17999999999999999
B vs N	50	BGC0000858	0.41999999999999998
B vs N	50	BGC0000859	0.12
B vs N	50	BGC0000860	0.47999999999999998
B vs N	50	BGC0000861	0.52000000000000002
B vs N	50	BGC0000862	0.5
B vs N	50	BGC0000863	0.38
B vs N	50	BGC0000864	0.46000000000000002
B vs N	50	BGC0000865	0.54000000000000004
B vs N	50	BGC0000866	0.28000000000000003
B vs N	50	BGC0000867	0.35999999999999999
B vs N	50	BGC0000868	0.26000000000000001
B vs N	50	BGC0000869	0.38
B vs N	50	BGC0000870	0.52000000000000002
B vs N	50	BGC0000871	0.35999999999999999
B vs N	50	BGC0000872	0.52000000000000002
B vs N	50	BGC0000873	0.34000000000000002
B vs N	50	BGC0000874	0.23999999999999999
B vs N	50	BGC0000875	0.080000000000000002
B vs N	50	BGC0000876	0.080000000000000002
B vs N	50	BGC0000877	0.52000000000000002
B vs N	50	BGC0000878	0.17999999999999999
B vs N	50	BGC0000879	0.29999999999999999
B vs N	50	BGC0000880	0.28000000000000003
B vs N	50	BGC0000881	0.41999999999999998
B vs N	50	BGC0000882	0.17999999999999999
B vs N	50	BGC0000883	0.46000000000000002
B vs N	50	BGC0000884	0.29999999999999999
B vs N	50	BGC0000885	0.44
B vs N	50	BGC0000886	0.46000000000000002
B vs N	50	BGC0000887	0.68000000000000005
B vs N	50	BGC0000888	0.32000000000000001
B vs N	50	BGC0000889	0.38
B vs N	50	BGC0000890	0.47999999999999998
B vs N	50	BGC0000891	0.35999999999999999
B vs N	50	BGC0000892	0.34000000000000002
B vs N	50	BGC0000893	0.35999999999999999
B vs N	50	BGC0000894	0.5
B vs N	50	BGC0000895	0.32000000000000001
B vs N	50	BGC0000896	0.47999999999999998
B vs N	50	BGC0000897	0.059999999999999998
B vs N	50	BGC0000898	0.52000000000000002
B vs N	50	BGC0000899	0.46000000000000002
B vs N	50	BGC0000900	0.14000000000000001
B vs N	50	BGC0000901	0.5
B vs N	50	BGC0000902	0.28000000000000003
B vs N	50	BGC0000903	0.41999999999999998
B vs N	50	BGC0000904	0.41999999999999998
B vs N	50	BGC0000905	0.47999999999999998
B vs N	50	BGC0000906	0.41999999999999998
B vs N	50	BGC0000907	0.40000000000000002
B vs N	50	BGC0000908	0.20000000000000001
B vs N	50	BGC0000909	0.29999999999999999
B vs N	50	BGC0000910	0.34000000000000002
B vs N	50	BGC0000911	0.47999999999999998
B vs N	50	BGC0000912	0.28000000000000003
B vs N	50	BGC0000913	0.34000000000000002
B vs N	50	BGC0000914	0.20000000000000001
B vs N	50	BGC0000915	0.26000000000000001
B vs N	50	BGC0000916	0.26000000000000001
B vs N	50	BGC0000917	0.47999999999999998
B vs N	50	BGC0000918	0.41999999999999998
B vs N	50	BGC0000919	0.46000000000000002
B vs N	50	BGC0000920	0.23999999999999999
B vs N	50	BGC0000921	0.10000000000000001
B vs N	50	BGC0000922	0.40000000000000002
B vs N	50	BGC0000923	0.34000000000000002
B vs N	50	BGC0000924	0.28000000000000003
B vs N	50	BGC0000925	0.47999999999999998
B vs N	50	BGC0000926	0.32000000000000001
B vs N	50	BGC0000927	0.38
B vs N	50	BGC0000929	0.29999999999999999
B vs N	50	BGC0000930	0.73999999999999999
B vs N	50	BGC0000932	0.28000000000000003
B vs N	50	BGC0000933	0.10000000000000001
B vs N	50	BGC0000934	0.28000000000000003
B vs N	50	BGC0000935	0.32000000000000001
B vs N	50	BGC0000936	0.35999999999999999
B vs N	50	BGC0000937	0.26000000000000001
B vs N	50	BGC0000938	0.34000000000000002
B vs N	50	BGC0000939	0.44
B vs N	50	BGC0000940	0.5
B vs N	50	BGC0000941	0.52000000000000002
B vs N	50	BGC0000942	0.22
B vs N	50	BGC0000943	0.26000000000000001
B vs N	50	BGC0000944	0.38
B vs N	50	BGC0000945	0.28000000000000003
B vs N	50	BGC0000946	0.28000000000000003
B vs N	50	BGC0000947	0.22
B vs N	50	BGC0000948	0.5
B vs N	50	BGC0000949	0.35999999999999999
B vs N	50	BGC0000950	0.080000000000000002
B vs N	50	BGC0000951	0.22
B vs N	50	BGC0000953	0.44
B vs N	50	BGC0000954	0.54000000000000004
B vs N	50	BGC0000955	0.54000000000000004
B vs N	50	BGC0000956	0.57999999999999996
B vs N	50	BGC0000957	0.059999999999999998
B vs N	50	BGC0000958	0.26000000000000001
B vs N	50	BGC0000959	0.59999999999999998
B vs N	50	BGC0000960	0.73999999999999999
B vs N	50	BGC0000961	0.57999999999999996
B vs N	50	BGC0000962	0.57999999999999996
B vs N	50	BGC0000963	0.41999999999999998
B vs N	50	BGC0000964	0.02
B vs N	50	BGC0000965	0.47999999999999998
B vs N	50	BGC0000966	0.5
B vs N	50	BGC0000967	0.59999999999999998
B vs N	50	BGC0000968	0.57999999999999996
B vs N	50	BGC0000969	0.59999999999999998
B vs N	50	BGC0000970	0.56000000000000005
B vs N	50	BGC0000971	0.35999999999999999
B vs N	50	BGC0000972	0.44
B vs N	50	BGC0000973	0.5
B vs N	50	BGC0000974	0.78000000000000003
B vs N	50	BGC0000975	0.59999999999999998
B vs N	50	BGC0000976	0.040000000000000001
B vs N	50	BGC0000977	0.57999999999999996
B vs N	50	BGC0000978	0.28000000000000003
B vs N	50	BGC0000979	0.29999999999999999
B vs N	50	BGC0000980	0.59999999999999998
B vs N	50	BGC0000981	0.62
B vs N	50	BGC0000982	0.76000000000000001
B vs N	50	BGC0000983	0.68000000000000005
B vs N	50	BGC0000984	0.83999999999999997
B vs N	50	BGC0000985	0.5
B vs N	50	BGC0000986	0.69999999999999996
B vs N	50	BGC0000988	0.68000000000000005
B vs N	50	BGC0000989	0.71999999999999997
B vs N	50	BGC0000990	0.54000000000000004
B vs N	50	BGC0000991	0.69999999999999996
B vs N	50	BGC0000992	0.57999999999999996
B vs N	50	BGC0000993	0.62
B vs N	50	BGC0000994	0.62
B vs N	50	BGC0000995	0.46000000000000002
B vs N	50	BGC0000996	0.20000000000000001
B vs N	50	BGC0000997	0.35999999999999999
B vs N	50	BGC0000998	0.34000000000000002
B vs N	50	BGC0000999	0.47999999999999998
B vs N	50	BGC0001000	0.059999999999999998
B vs N	50	BGC0001001	0.38
B vs N	50	BGC0001002	0.38
B vs N	50	BGC0001003	0.46000000000000002
B vs N	50	BGC0001004	0.41999999999999998
B vs N	50	BGC0001005	0.59999999999999998
B vs N	50	BGC0001006	0.44
B vs N	50	BGC0001007	0.41999999999999998
B vs N	50	BGC0001008	0.23999999999999999
B vs N	50	BGC0001010	0.73999999999999999
B vs N	50	BGC0001011	0.35999999999999999
B vs N	50	BGC0001012	0.62
B vs N	50	BGC0001013	0.040000000000000001
B vs N	50	BGC0001014	0.5
B vs N	50	BGC0001015	0.54000000000000004
B vs N	50	BGC0001016	0.41999999999999998
B vs N	50	BGC0001017	0.56000000000000005
B vs N	50	BGC0001018	0.34000000000000002
B vs N	50	BGC0001019	0.78000000000000003
B vs N	50	BGC0001020	0.16
B vs N	50	BGC0001021	0.52000000000000002
B vs N	50	BGC0001022	0.59999999999999998
B vs N	50	BGC0001023	0.69999999999999996
B vs N	50	BGC0001024	0.62
B vs N	50	BGC0001025	0.76000000000000001
B vs N	50	BGC0001026	0.5
B vs N	50	BGC0001027	0.32000000000000001
B vs N	50	BGC0001028	0.66000000000000003
B vs N	50	BGC0001029	0.66000000000000003
B vs N	50	BGC0001030	0.69999999999999996
B vs N	50	BGC0001031	0.66000000000000003
B vs N	50	BGC0001032	0.54000000000000004
B vs N	50	BGC0001033	0.62
B vs N	50	BGC0001034	0.47999999999999998
B vs N	50	BGC0001035	0.29999999999999999
B vs N	50	BGC0001036	0.46000000000000002
B vs N	50	BGC0001037	0.64000000000000001
B vs N	50	BGC0001038	0.44
B vs N	50	BGC0001039	0.62
B vs N	50	BGC0001040	0.44
B vs N	50	BGC0001041	0.57999999999999996
B vs N	50	BGC0001042	0.68000000000000005
B vs N	50	BGC0001043	0.26000000000000001
B vs N	50	BGC0001044	0.57999999999999996
B vs N	50	BGC0001045	0.5
B vs N	50	BGC0001046	0.34000000000000002
B vs N	50	BGC0001047	0.59999999999999998
B vs N	50	BGC0001048	0.5
B vs N	50	BGC0001049	0.57999999999999996
B vs N	50	BGC0001050	0.40000000000000002
B vs N	50	BGC0001051	0.38
B vs N	50	BGC0001052	0.59999999999999998
B vs N	50	BGC0001053	0.71999999999999997
B vs N	50	BGC0001054	0.44
B vs N	50	BGC0001055	0.46000000000000002
B vs N	50	BGC0001056	0.56000000000000005
B vs N	50	BGC0001057	0.44
B vs N	50	BGC0001058	0.26000000000000001
B vs N	50	BGC0001059	0.52000000000000002
B vs N	50	BGC0001060	0.34000000000000002
B vs N	50	BGC0001061	0.57999999999999996
B vs N	50	BGC0001062	0.38
B vs N	50	BGC0001063	0.040000000000000001
B vs N	50	BGC0001064	0.5
B vs N	50	BGC0001065	0.16
B vs N	50	BGC0001066	0.26000000000000001
B vs N	50	BGC0001067	0.52000000000000002
B vs N	50	BGC0001068	0.71999999999999997
B vs N	50	BGC0001069	0.47999999999999998
B vs N	50	BGC0001070	0.40000000000000002
B vs N	50	BGC0001071	0.62
B vs N	50	BGC0001072	0.23999999999999999
B vs N	50	BGC0001073	0.29999999999999999
B vs N	50	BGC0001074	0.57999999999999996
B vs N	50	BGC0001075	0.64000000000000001
B vs N	50	BGC0001076	0.34000000000000002
B vs N	50	BGC0001077	0.34000000000000002
B vs N	50	BGC0001078	0.16
B vs N	50	BGC0001079	0.46000000000000002
B vs N	50	BGC0001080	0.23999999999999999
B vs N	50	BGC0001082	0.52000000000000002
B vs N	50	BGC0001083	0.59999999999999998
B vs N	50	BGC0001084	0.83999999999999997
B vs N	50	BGC0001085	0.10000000000000001
B vs N	50	BGC0001088	0.5
B vs N	50	BGC0001089	0.23999999999999999
B vs N	50	BGC0001090	0.57999999999999996
B vs N	50	BGC0001091	0.56000000000000005
B vs N	50	BGC0001093	0.5
B vs N	50	BGC0001094	0.64000000000000001
B vs N	50	BGC0001095	0.29999999999999999
B vs N	50	BGC0001098	0.64000000000000001
B vs N	50	BGC0001099	0.66000000000000003
B vs N	50	BGC0001100	0.59999999999999998
B vs N	50	BGC0001101	0.44
B vs N	50	BGC0001102	0.54000000000000004
B vs N	50	BGC0001103	0.66000000000000003
B vs N	50	BGC0001105	0.52000000000000002
B vs N	50	BGC0001106	0.17999999999999999
B vs N	50	BGC0001108	0.44
B vs N	50	BGC0001109	0.46000000000000002
B vs N	50	BGC0001110	0.47999999999999998
B vs N	50	BGC0001111	0.66000000000000003
B vs N	50	BGC0001112	0.64000000000000001
B vs N	50	BGC0001113	0.41999999999999998
B vs N	50	BGC0001114	0.52000000000000002
B vs N	50	BGC0001115	0.62
B vs N	50	BGC0001116	0.52000000000000002
B vs N	50	BGC0001117	0.54000000000000004
B vs N	50	BGC0001118	0.22
B vs N	50	BGC0001119	0.47999999999999998
B vs N	50	BGC0001122	0.52000000000000002
B vs N	50	BGC0001123	0.76000000000000001
B vs N	50	BGC0001124	0.38
B vs N	50	BGC0001125	0.69999999999999996
B vs N	50	BGC0001126	0.59999999999999998
B vs N	50	BGC0001127	0.44
B vs N	50	BGC0001128	0.20000000000000001
B vs N	50	BGC0001130	0.68000000000000005
B vs N	50	BGC0001131	0.46000000000000002
B vs N	50	BGC0001132	0.46000000000000002
