edge_id	source	target	interaction	edge_type	evidence	is_direct_alignment	cluster_representative	cluster_size	cluster_visibility_in_original_network	raw_m8_query	raw_m8_target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
A0A481Z5T9__direct_alignment__U3GV85	A0A481Z5T9	U3GV85	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A481Z5T9	5	visible	A0A481Z5T9	U3GV85	0.260	92	29	10	162	227	73	151	5.030E-05	40
A0A482F4D1__direct_alignment__B7FEJ3	A0A482F4D1	B7FEJ3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A482F4D1	2	visible	A0A482F4D1	B7FEJ3	0.412	80	28	7	1	68	1	73	2.758E-09	50
A0A4D5XFN5__cluster_membership__A0A1J0MVR7	A0A4D5XFN5	A0A1J0MVR7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A4D5XFN5	4	visible												
A0A4D5XFN5__direct_alignment__A0A5Q2WA70	A0A4D5XFN5	A0A5Q2WA70	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A4D5XFN5	4	visible	A0A4D5XFN5	A0A5Q2WA70	0.244	45	19	3	35	76	345	377	9.587E-01	25
A0A4D5XFN5__cluster_membership__A0A8S5S5I2	A0A4D5XFN5	A0A8S5S5I2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A4D5XFN5	4	visible												
A0A4Y5UXU2__cluster_membership__A0A345BQ32	A0A4Y5UXU2	A0A345BQ32	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A4Y5UXU2	2	absent												
A0A513Q9S0__cluster_membership__A0A142BZT1	A0A513Q9S0	A0A142BZT1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513Q9S0	9	absent												
A0A513Q9S0__cluster_membership__A0A7G9V4H8	A0A513Q9S0	A0A7G9V4H8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513Q9S0	9	absent												
A0A513Q9S0__cluster_membership__A0A1J0MD33	A0A513Q9S0	A0A1J0MD33	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513Q9S0	9	absent												
A0A513Q9S0__cluster_membership__A0A514D7R9	A0A513Q9S0	A0A514D7R9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513Q9S0	9	absent												
A0A513Q9S0__cluster_membership__A0A6J5NNJ9	A0A513Q9S0	A0A6J5NNJ9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513Q9S0	9	absent												
A0A513Q9S0__cluster_membership__A0A811BRQ1	A0A513Q9S0	A0A811BRQ1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513Q9S0	9	absent												
A0A513Q9S0__cluster_membership__Q9QP17	A0A513Q9S0	Q9QP17	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513Q9S0	9	absent												
A0A513Q9S0__cluster_membership__X5I3A3	A0A513Q9S0	X5I3A3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513Q9S0	9	absent												
A0A513QA86__cluster_membership__A0A6G9W2L1	A0A513QA86	A0A6G9W2L1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513QA86	3	absent												
A0A513QA86__cluster_membership__A0A6J5MGW7	A0A513QA86	A0A6J5MGW7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A513QA86	3	absent												
A0A514DGR2__cluster_membership__A0A1C8ET13	A0A514DGR2	A0A1C8ET13	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A514DGR2	5	absent												
A0A514DGR2__cluster_membership__A0A6V7BDV1	A0A514DGR2	A0A6V7BDV1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A514DGR2	5	absent												
A0A514DGR2__cluster_membership__A0A060AN89	A0A514DGR2	A0A060AN89	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A514DGR2	5	absent												
A0A514DGR2__cluster_membership__A0A8S5SB12	A0A514DGR2	A0A8S5SB12	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A514DGR2	5	absent												
A0A516LHE3__direct_alignment__A0A218M392	A0A516LHE3	A0A218M392	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A516LHE3	3	visible	A0A516LHE3	A0A218M392	0.300	70	20	9	65	116	102	160	1.513E-01	28
A0A516LHE3__direct_alignment__H2BCZ3	A0A516LHE3	H2BCZ3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A516LHE3	3	visible	A0A516LHE3	H2BCZ3	0.250	52	22	5	73	112	6	52	2.752E+00	24
A0A516LNX4__direct_alignment__A0A516LLC6	A0A516LNX4	A0A516LLC6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A516LNX4	2	visible	A0A516LNX4	A0A516LLC6	0.234	94	35	9	57	143	60	123	6.776E+00	23
A0A5C0PVM1__cluster_membership__A0A7D5B9K6	A0A5C0PVM1	A0A7D5B9K6	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5C0PVM1	2	absent												
A0A5C1K3T9__cluster_membership__A0A6J7X4I9	A0A5C1K3T9	A0A6J7X4I9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5C1K3T9	4	absent												
A0A5C1K3T9__cluster_membership__A0A1S5V0E1	A0A5C1K3T9	A0A1S5V0E1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5C1K3T9	4	absent												
A0A5C1K3T9__cluster_membership__A0A7G7FCT9	A0A5C1K3T9	A0A7G7FCT9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5C1K3T9	4	absent												
A0A5H2WYZ6__direct_alignment__A0A4P8W3Q2	A0A5H2WYZ6	A0A4P8W3Q2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A5H2WYZ6	2	visible	A0A5H2WYZ6	A0A4P8W3Q2	0.409	22	9	3	39	56	69	90	2.120E+00	25
A0A5J6TVW1__direct_alignment__A0A222ZMH6	A0A5J6TVW1	A0A222ZMH6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A5J6TVW1	2	visible	A0A5J6TVW1	A0A222ZMH6	0.534	43	20	0	46	88	49	91	1.654E-03	34
A0A5K0U7A3__direct_alignment__A0A6J5TDX4	A0A5K0U7A3	A0A6J5TDX4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A5K0U7A3	3	visible	A0A5K0U7A3	A0A6J5TDX4	0.226	84	29	7	74	131	18	91	4.796E-01	27
A0A5K0U7A3__cluster_membership__A0A8S5UCP4	A0A5K0U7A3	A0A8S5UCP4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5K0U7A3	3	visible												
A0A5K0UA04__direct_alignment__A0A2P1GN35	A0A5K0UA04	A0A2P1GN35	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A5K0UA04	2	visible	A0A5K0UA04	A0A2P1GN35	0.236	38	11	3	115	137	126	160	3.934E+00	24
A0A5Q2F871__cluster_membership__A0A2U7UCL1	A0A5Q2F871	A0A2U7UCL1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5Q2F871	5	absent												
A0A5Q2F871__cluster_membership__A0A8S5S931	A0A5Q2F871	A0A8S5S931	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5Q2F871	5	absent												
A0A5Q2F871__cluster_membership__A0A8S5VHU4	A0A5Q2F871	A0A8S5VHU4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5Q2F871	5	absent												
A0A5Q2F871__cluster_membership__Q87594	A0A5Q2F871	Q87594	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5Q2F871	5	absent												
A0A5Q2W5J0__cluster_membership__A0A0K1LM82	A0A5Q2W5J0	A0A0K1LM82	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A5Q2W5J0	2	absent												
A0A5S9HXY7__direct_alignment__A0A6J5P7B5	A0A5S9HXY7	A0A6J5P7B5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A5S9HXY7	2	visible	A0A5S9HXY7	A0A6J5P7B5	0.392	28	13	2	142	169	151	174	2.081E-01	29
A0A650EES4__cluster_membership__A0A171PVS4	A0A650EES4	A0A171PVS4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A650EES4	8	absent												
A0A650EES4__cluster_membership__A0A1L3KGF8	A0A650EES4	A0A1L3KGF8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A650EES4	8	absent												
A0A650EES4__cluster_membership__A0A1V0SCY5	A0A650EES4	A0A1V0SCY5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A650EES4	8	absent												
A0A650EES4__cluster_membership__A0A1W6DAW3	A0A650EES4	A0A1W6DAW3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A650EES4	8	absent												
A0A650EES4__cluster_membership__A0A345MP21	A0A650EES4	A0A345MP21	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A650EES4	8	absent												
A0A650EES4__cluster_membership__A0A8S5UU12	A0A650EES4	A0A8S5UU12	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A650EES4	8	absent												
A0A650EES4__cluster_membership__B6ZK31	A0A650EES4	B6ZK31	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A650EES4	8	absent												
A0A679FDZ4__cluster_membership__A0A2P0VP46	A0A679FDZ4	A0A2P0VP46	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A679FDZ4	10	visible												
A0A679FDZ4__direct_alignment__A0A384UH47	A0A679FDZ4	A0A384UH47	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A679FDZ4	10	visible	A0A679FDZ4	A0A384UH47	0.225	173	61	21	38	162	1	148	6.252E+00	25
A0A679FDZ4__cluster_membership__A0A516KV65	A0A679FDZ4	A0A516KV65	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A679FDZ4	10	visible												
A0A679FDZ4__direct_alignment__A0A7D3UJT1	A0A679FDZ4	A0A7D3UJT1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A679FDZ4	10	visible	A0A679FDZ4	A0A7D3UJT1	0.226	75	30	8	52	110	6	68	2.412E+00	26
A0A679FDZ4__direct_alignment__R9R1S6	A0A679FDZ4	R9R1S6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A679FDZ4	10	visible	A0A679FDZ4	R9R1S6	0.253	130	33	18	24	115	130	233	5.787E-03	35
A0A679FDZ4__cluster_membership__A0A345ML12	A0A679FDZ4	A0A345ML12	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A679FDZ4	10	visible												
A0A679FDZ4__cluster_membership__A0A7D5FMP1	A0A679FDZ4	A0A7D5FMP1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A679FDZ4	10	visible												
A0A679FDZ4__cluster_membership__A0A8S5SW33	A0A679FDZ4	A0A8S5SW33	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A679FDZ4	10	visible												
A0A679FDZ4__direct_alignment__H9ED12	A0A679FDZ4	H9ED12	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A679FDZ4	10	visible	A0A679FDZ4	H9ED12	0.223	295	90	34	49	285	68	281	3.596E-05	42
A0A6B7ZF63__cluster_membership__A0A3G5A0X7	A0A6B7ZF63	A0A3G5A0X7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6B7ZF63	2	absent												
A0A6G5XYV5__direct_alignment__A0A141HRT4	A0A6G5XYV5	A0A141HRT4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6G5XYV5	8	visible	A0A6G5XYV5	A0A141HRT4	0.276	206	46	25	208	373	219	361	5.763E-03	35
A0A6G5XYV5__direct_alignment__A0A8S5VGG0	A0A6G5XYV5	A0A8S5VGG0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6G5XYV5	8	visible	A0A6G5XYV5	A0A8S5VGG0	0.225	142	42	13	22	151	263	348	8.659E+00	24
A0A6G5XYV5__direct_alignment__UPI001F143B77	A0A6G5XYV5	UPI001F143B77	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6G5XYV5	8	visible	A0A6G5XYV5	UPI001F143B77	0.263	197	54	16	85	233	48	201	2.784E-06	45
A0A6G5XYV5__direct_alignment__A0A8S5QJK0	A0A6G5XYV5	A0A8S5QJK0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6G5XYV5	8	visible	A0A6G5XYV5	A0A8S5QJK0	0.298	67	20	7	9	58	46	102	8.545E-04	37
A0A6G5XYV5__cluster_membership__C9DGJ7	A0A6G5XYV5	C9DGJ7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6G5XYV5	8	visible												
A0A6G5XYV5__direct_alignment__A0A2L0UZ72	A0A6G5XYV5	A0A2L0UZ72	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6G5XYV5	8	visible	A0A6G5XYV5	A0A2L0UZ72	0.375	16	8	1	125	140	133	146	1.285E+00	27
A0A6G5XYV5__cluster_membership__A0A7S5RLN1	A0A6G5XYV5	A0A7S5RLN1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6G5XYV5	8	visible												
A0A6G8MY89__cluster_membership__A0A1V0SL26	A0A6G8MY89	A0A1V0SL26	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6G8MY89	2	absent												
A0A6J5KGF0__cluster_membership__A0A126G993	A0A6J5KGF0	A0A126G993	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5KGF0	2	absent												
A0A6J5L7S0__direct_alignment__A0A6J5SE45	A0A6J5L7S0	A0A6J5SE45	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6J5L7S0	2	visible	A0A6J5L7S0	A0A6J5SE45	0.391	46	21	5	30	71	53	95	6.254E-02	29
A0A6J5LH17__cluster_membership__A0A6M3YNT5	A0A6J5LH17	A0A6M3YNT5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5LH17	2	absent												
A0A6J5MWB5__direct_alignment__A0A6J5MQY7	A0A6J5MWB5	A0A6J5MQY7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6J5MWB5	2	visible	A0A6J5MWB5	A0A6J5MQY7	0.364	74	32	3	35	101	175	240	5.950E+00	25
A0A6J5N5Z7__cluster_membership__A0A140F3L2	A0A6J5N5Z7	A0A140F3L2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A0N9MPN4	A0A6J5N5Z7	A0A0N9MPN4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A2P0VMT3	A0A6J5N5Z7	A0A2P0VMT3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A8D9UJ62	A0A6J5N5Z7	A0A8D9UJ62	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J5Q062	A0A6J5N5Z7	A0A6J5Q062	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A5J6VJD7	A0A6J5N5Z7	A0A5J6VJD7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J5MJ19	A0A6J5N5Z7	A0A6J5MJ19	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__V5LR44	A0A6J5N5Z7	V5LR44	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J5NK11	A0A6J5N5Z7	A0A6J5NK11	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A5J6VJV4	A0A6J5N5Z7	A0A5J6VJV4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A5J6VLN4	A0A6J5N5Z7	A0A5J6VLN4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J5MV95	A0A6J5N5Z7	A0A6J5MV95	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J5PB76	A0A6J5N5Z7	A0A6J5PB76	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J5R1Z4	A0A6J5N5Z7	A0A6J5R1Z4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J7X0M8	A0A6J5N5Z7	A0A6J7X0M8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__S4W0H0	A0A6J5N5Z7	S4W0H0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J7X573	A0A6J5N5Z7	A0A6J7X573	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A6J5P9A3	A0A6J5N5Z7	A0A6J5P9A3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5N5Z7__cluster_membership__A0A142EZR9	A0A6J5N5Z7	A0A142EZR9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J5N5Z7	20	absent												
A0A6J5PIX6__direct_alignment__A0A6J5T2V6	A0A6J5PIX6	A0A6J5T2V6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6J5PIX6	2	visible	A0A6J5PIX6	A0A6J5T2V6	0.326	49	11	5	137	166	407	452	8.931E+00	25
A0A6J7WNI4__cluster_membership__A0A6J7X0N6	A0A6J7WNI4	A0A6J7X0N6	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__A0A2P1CCG6	A0A6J7WNI4	A0A2P1CCG6	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__A0A3T0ID99	A0A6J7WNI4	A0A3T0ID99	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__Q853Y9	A0A6J7WNI4	Q853Y9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__A0A481YSS2	A0A6J7WNI4	A0A481YSS2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__A0A3G5AGM4	A0A6J7WNI4	A0A3G5AGM4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__direct_alignment__A0A7G5CHF3	A0A6J7WNI4	A0A7G5CHF3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6J7WNI4	19	visible	A0A6J7WNI4	A0A7G5CHF3	0.275	80	26	12	36	104	60	118	6.187E-01	26
A0A6J7WNI4__cluster_membership__S5MAQ8	A0A6J7WNI4	S5MAQ8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__direct_alignment__A0A6J5M036	A0A6J7WNI4	A0A6J5M036	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6J7WNI4	19	visible	A0A6J7WNI4	A0A6J5M036	0.340	47	18	4	46	79	54	100	1.266E-02	31
A0A6J7WNI4__cluster_membership__A0A0K0NL06	A0A6J7WNI4	A0A0K0NL06	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__A0A1S6L1X9	A0A6J7WNI4	A0A1S6L1X9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__A0A2D1ADU9	A0A6J7WNI4	A0A2D1ADU9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__A0A2U7N2H9	A0A6J7WNI4	A0A2U7N2H9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__direct_alignment__A0A2U7UAW0	A0A6J7WNI4	A0A2U7UAW0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6J7WNI4	19	visible	A0A6J7WNI4	A0A2U7UAW0	0.285	63	27	7	7	65	32	80	2.258E+00	24
A0A6J7WNI4__cluster_membership__A0A516LRA3	A0A6J7WNI4	A0A516LRA3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__cluster_membership__A0A5K0U9I2	A0A6J7WNI4	A0A5K0U9I2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7WNI4__direct_alignment__D2XAL2	A0A6J7WNI4	D2XAL2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6J7WNI4	19	visible	A0A6J7WNI4	D2XAL2	0.322	31	11	4	41	61	144	174	5.957E+00	23
A0A6J7WNI4__cluster_membership__K4K6A9	A0A6J7WNI4	K4K6A9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7WNI4	19	visible												
A0A6J7X3X5__cluster_membership__A0A8S5MJT0	A0A6J7X3X5	A0A8S5MJT0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6J7X3X5	2	absent												
A0A6J7XAR9__direct_alignment__A0A7S5R3Z8	A0A6J7XAR9	A0A7S5R3Z8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6J7XAR9	2	visible	A0A6J7XAR9	A0A7S5R3Z8	0.391	23	10	1	55	77	14	32	3.154E+00	24
A0A6S4PD04__cluster_membership__A0A1D8KLK9	A0A6S4PD04	A0A1D8KLK9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A6S4PD04	2	absent												
A0A6S4PG60__direct_alignment__A0A6J5PS18	A0A6S4PG60	A0A6J5PS18	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A6S4PG60	2	visible	A0A6S4PG60	A0A6J5PS18	0.411	17	10	0	56	72	81	97	9.587E-01	25
A0A7G5M3N2__direct_alignment__A0A0F7LAF9	A0A7G5M3N2	A0A0F7LAF9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7G5M3N2	8	visible	A0A7G5M3N2	A0A0F7LAF9	0.180	72	33	5	60	116	78	138	5.739E-01	28
A0A7G5M3N2__direct_alignment__A0A0F7LB92	A0A7G5M3N2	A0A0F7LB92	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7G5M3N2	8	visible	A0A7G5M3N2	A0A0F7LB92	0.303	33	13	2	55	79	17	47	2.046E+00	26
A0A7G5M3N2__cluster_membership__A0A6B9URG0	A0A7G5M3N2	A0A6B9URG0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7G5M3N2	8	visible												
A0A7G5M3N2__direct_alignment__A0A6G8MY85	A0A7G5M3N2	A0A6G8MY85	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7G5M3N2	8	visible	A0A7G5M3N2	A0A6G8MY85	0.232	56	21	4	11	57	1	43	1.172E-01	30
A0A7G5M3N2__cluster_membership__M1HU04	A0A7G5M3N2	M1HU04	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7G5M3N2	8	visible												
A0A7G5M3N2__cluster_membership__Q698X0	A0A7G5M3N2	Q698X0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7G5M3N2	8	visible												
A0A7G5M3N2__cluster_membership__S5TND2	A0A7G5M3N2	S5TND2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7G5M3N2	8	visible												
A0A7G7S0G2__cluster_membership__A0A0F6WE29	A0A7G7S0G2	A0A0F6WE29	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7G7S0G2	2	absent												
A0A7M1RVJ3__cluster_membership__A0A858NF20	A0A7M1RVJ3	A0A858NF20	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7M1RVJ3	3	absent												
A0A7M1RVJ3__cluster_membership__X4YXB9	A0A7M1RVJ3	X4YXB9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7M1RVJ3	3	absent												
